用例编号,所属产品,所属模块,用例标题,前置条件,步骤,预期,结果,由谁创建,创建日期,修改日期
8958,WordPress(#13),卢丹琦(#222),文章的总览,登录且进入“所有文章”界面,"1. 鼠标点击“作者”下“冬日告白”的作者超链接
2. 鼠标点击“分类目录”下“冬日告白”的目录超链接
3. 鼠标点击“冬日告白”的评论图标
","1. 筛选“所有文章”页面下所有由此作者撰写的文章
2. 筛选“所有文章”页面下所有包含本目录的文章
3. 跳转到本篇文章评论总览界面
",通过,卢丹琦,2018/11/27,2018/12/11
8957,WordPress(#13),文章内容模块(#242),文章能否移到回收站,进入文章界面,"1. 选择第一个文章标题
2. 上方“批量操作”的下拉框选择“移至回收站”
3. 点击下拉框右侧“应用”按钮
","1. 勾选成功
2. 选择成功
3. 显示被成功移至回收站
",通过,杨天莹,2018/11/27,2018/12/5
8956,WordPress(#13),卢丹琦(#222),文章的编辑,登录且进入“所有文章”界面,"1. 在“批量编辑”下拉框选择“编辑”，勾选“冬日告白”，点击“应用”按钮
1.1. 在“标签”中输入内容，点击“更新”按钮
1.2. 在“作者”中选择登录用户，点击“更新”按钮
1.3. 在“评论”中选择“允许”，点击“更新”按钮
1.4. 在“状态“中选择“已发布”，点击“更新”按钮
1.5. 在“形式”中选择“标准”，点击“更新”按钮
1.6. 在“PING通道”中选择“允许”，点击“更新”按钮
1.7. 在“置顶”中选择“置顶”，点击“更新”按钮
2. 鼠标滑过所要编辑的文章，点击“编辑”，再点击右上角的“设置”按钮
2.1. 点击“文档”，点击“状态和可见性”，点击“可见性”旁边按钮，选中“私密”，在弹出的对话框中点击“确定”
2.2. 点击“文档”，点击“状态和可见性”，点击“可见性”旁边按钮，选中“公开”，点击“更新”按钮
2.3. 点击“文档”，点击“状态和可见性”，点击“可见性”旁边按钮，选中“密码保护”并设置安全密码，点击“更新”按钮
2.4. 点击“文档”，点击“状态和可见性”，点击“发布”旁边按钮，选择自己需要更改的时间，点击“更新”按钮
2.5. 点击“文档”，点击“状态和可见性”，点击“文章形式”旁边按钮，选择任意一种形式，点击“更新”按钮
2.6. 点击“文档”，点击“状态和可见性”，勾选或取消勾选“坚持头版”复选框，点击“更新”按钮
2.7. 点击“文档”，点击“分类目录”，点击“添加新分类”，为新分类命名，点击“添加新分类”，点击“更新”按钮
2.8. 点击“文档”，点击“分类目录”，取消勾选“未分类”，点击“添加新分类”，为新分类命名，点击“添加新分类”，点击“更新”按钮
2.9. 点击“文档”，点击“标签”，点击“添加新标签”，为新标签命名，敲回车，点击“更新”按钮
2.10. 点击“文档”，点击“特色图片”，点击“设置特色图片”，点击“选择文件”，在文件上传后点击“选择”，点击“更新”按钮
2.11. 点击“文档”，点击“摘要”，在摘要内写内容后点击“更新”按钮
2.12. 点击“文档”，点击“讨论”，勾选或取消勾选“允许评论”，勾选或取消勾选“允许 Pingbacks & Trackbacks”，点击“更新”按钮
2.13. 点击“%区块”，点击“文本设置”，设置字体大小为“normal”，打开“首字下沉”开关，点击“更新”按钮
2.14. 点击“%区块”，点击“Color Settings”，设置背景颜色和字体颜色，点击“更新”按钮
3. 鼠标滑过所要编辑的文章，点击“编辑”，删除标题，点击“发布”，再点击“发布”
4. 鼠标滑过所要编辑的文章，点击“编辑”，删除标题，点击“发布”，再点击“发布”
5. 鼠标滑过所要编辑的文章，点击“编辑”，删除标题和内容，点击“发布”，再点击“发布”
6. 鼠标滑过所要编辑的文章，点击“经典编辑”，在弹出对话框选择“Continue to Classic Editor”
6.1. 在“发布”栏中选择状态旁的“编辑”，选择“等待复审”，点击“确定”按钮，点击“更新”按钮
6.2. 在“发布”栏中选择公开度旁的“编辑”，选择“私密”，点击“确定”按钮，点击“更新”按钮
6.3. 在“发布”栏中选择发布于旁的“编辑”，自定义要修改的时间，点击“确定”按钮，点击“更新”按钮
6.4. 在“发布”栏中点击“预览更改”按钮
6.5. 在“形式”栏中选择“日志”，点击“更新”按钮
6.6. 在“分类目录”栏中点击“添加新分类目录”，输入添加的目录名称，点击“添加新分类目录”，勾选需要存在的目录，点击“更新”按钮
6.7. 在“标签”栏中输入添加的标签名称，点击“添加”按钮，点击“更新”按钮
7. 鼠标滑过所要编辑的文章，点击“经典编辑”，在弹出对话框选择“Continue to Classic Editor”，删除标题，点击“更新”按钮
8. 鼠标滑过所要编辑的文章，点击“经典编辑”，在弹出对话框选择“Continue to Classic Editor”，删除内容，点击“更新”按钮
9. 鼠标滑过所要编辑的文章，点击“经典编辑”，在弹出对话框选择“Continue to Classic Editor”，删除标题和内容，点击“更新”按钮
10. 鼠标滑过所要编辑的文章，点击“快速编辑”
10.1. 更改标题后点击“更新”按钮
10.2. 更改别名后点击“更新”按钮
10.3. 设置密码后点击“更新”按钮
10.4. 勾选已有分类目录，点击“更新”按钮
10.5. 在标签框中输入内容，点击“更新”按钮
10.6. 勾选或取消勾选“允许评论”，点击“更新”按钮
10.7. 勾选或取消勾选“允许Ping”，点击“更新”按钮
10.8. 选择状态为“等待复审”，点击“更新”按钮
10.9. 勾选或取消勾选“置顶这篇文章”，点击“更新”按钮
11. 鼠标滑过所要编辑的文章，点击“快速编辑”，删除标题，点击“更新”按钮
12. 鼠标滑过所要编辑的文章，点击“移至回收站”
13. 鼠标滑过所要编辑的文章，点击“查看”
","1. 
1.1. 提示：1篇文章已更新。
1.2. 提示：1篇文章已更新。
1.3. 提示：1篇文章已更新。
1.4. 提示：1篇文章已更新。
1.5. 提示：1篇文章已更新。
1.6. 提示：1篇文章已更新。
1.7. 提示：1篇文章已更新。文章题目后出现“置顶”字样
2. 
2.1. 提示：Post updated.
2.2. 提示：Post updated.
2.3. 提示：更新失败
2.4. 提示：Post updated.
2.5. 提示：Post updated.
2.6. 提示：Post updated.
2.7. 提示：Post updated.
2.8. 提示：Post updated.
2.9. 提示：Post updated.
2.10. 提示：Post updated.
2.11. 提示：Post updated.
2.12. 提示：Post updated.
2.13. 提示：Post updated.
2.14. 提示：Post updated.
3. 提示：Post updated.
4. 提示：Post updated.
5. 提示：Post updated.
6. 
6.1. 提示：文章已更新。并弹出对话框
6.2. 提示：文章已更新。并弹出对话框
6.3. 提示：文章已更新。并弹出对话框
6.4. 弹出新页面，显示编辑好的文章页面
6.5. 提示：文章已更新。并弹出对话框
6.6. 提示：文章已更新。并弹出对话框
6.7. 提示：文章已更新。并弹出对话框
7. 提示：文章已更新。并弹出对话框
8. 提示：文章已更新。并弹出对话框
9. 提示：文章已更新。并弹出对话框
10. 
10.1. 跳转到“所有文章”界面
10.2. 跳转到“所有文章”界面
10.3. 跳转到“所有文章”界面，文章题目后出现“密码保护”字样
10.4. 跳转到“所有文章”界面
10.5. 跳转到“所有文章”界面
10.6. 跳转到“所有文章”界面
10.7. 跳转到“所有文章”界面
10.8. 跳转到“所有文章”界面
10.9. 跳转到“所有文章”界面，文章题目后出现“置顶”字样
11. 跳转到“所有文章”界面
12. 提示：已移动1篇文章到回收站。
13. 跳转到此博客首页
",通过,卢丹琦,2018/11/27,2018/12/11
8955,WordPress(#13),外观(#288),搜索主题功能是否有效,位于外观栏下，主题栏界面,"1. 在已安装主题中搜索
1.1. 点击搜索框
1.2. 输入已安装主题名称
2. 在全部主题中搜索
2.1. 点击添加按钮
2.2. 点击搜索框
2.3. 输入指定的主题名称
","1. 
1.1. 
1.2. 筛选符合条件的主题
2. 
2.1. 页面跳转至添加页面界面
2.2. 
2.3. 筛选符合条件的主题
",通过,沈梦琪,2018/11/27,2018/12/4
8954,WordPress(#13),文章内容模块(#242),验证保存草稿功能是否实现,进入撰写新文章,"1. 标题处输入标题“红楼梦”
2. 内容处输入“红楼梦是……”
3. 点击“保存草稿”
","1. 输入成功
2. 输入成功
3. 保存草稿成功
",通过,杨天莹,2018/11/27,0000-00-00
8953,WordPress(#13),页面模块(#247),新建页面,打开页面一栏,"1. 点击新建页面
2. 不输入标记内容等发布一个空的文章
3. 点击发布
","1. 
2. 
3. 文章内容为空不能发布
",失败,岳哲伟,2018/11/27,2018/12/4
8951,WordPress(#13),外观(#288),更换在线的未安装主题,位于外观栏下，主题栏界面,"1. 添加网页提供的主题
1.1. 点击添加按钮
1.2. 点击被选主题的安装按钮
1.3. 点击启用
2. 添加自定义的主题
2.1. 点击添加按钮
2.2. 点击上传主题按钮
2.3. 点击选择文件
2.4. 点击现在安装按钮
2.5. 点击启用
3. 搜索指定主题并添加
3.1. 点击添加按钮
3.2. 在搜索框中输入指定主体名称
3.3. 点击现在安装按钮
3.4. 点击启用
","1. 
1.1. 页面跳转至添加主题页面
1.2. 对应主题显示正在安装
1.3. 主题变化
2. 
2.1. 页面跳转至添加主题页面
2.2. 
2.3. 弹出本地选择文件界面
2.4. 
2.5. 主题变化
3. 
3.1. 页面跳转至添加主题页面
3.2. 出现符合条件的主题
3.3. 
3.4. 主题变化
",通过,沈梦琪,2018/11/27,2018/12/4
8715,WordPress(#13),文章内容模块(#242),能否撰写发布文章,进入文章页面,"1. 点击“写文章”
2. 输入标题“水浒传读后感”
3. 在正文输入“水浒传是一本……”
4. 点击发布
","1. 跳转到“写文章”界面
2. 输入成功
3. 输入成功
4. 发布成功
",通过,杨天莹,2018/11/27,2018/11/27
8560,WordPress(#13),文章(#286),文章保存为草稿,处于文章模块下，写文章栏,"1. 正常编写文章并保存
1.1. 在标题中输入标题内容
1.2. 在正文中输入正文内容
1.3. 点击保存草稿
2. 文章题目为空的保存
2.1. 不输入文章标题
2.2. 在正文中输入正文内容
2.3. 点击保存草稿
3. 文章正文为空的保存
3.1. 在标题中输入标题内容
3.2. 不输入文章正文
3.3. 点击保存草稿
4. 标题与正文都为空的保存
4.1. 不输入文章标题
4.2. 不输入文章正文
4.3. 点击保存草稿
","1. 标题下方出现文章链接
1.1. 
1.2. 
1.3. 页面上方提示文章草稿已更新
2. 
2.1. 
2.2. 
2.3. 页面上方提示文章草稿已更新
3. 
3.1. 
3.2. 
3.3. 页面上方提示文章草稿已更新
4. 
4.1. 
4.2. 
4.3. 网页上方提示文章未编辑
",通过,沈梦琪,2018/11/27,2018/11/30
8559,WordPress(#13),文章内容模块(#242),文章能否批量编辑,进入文章管理界面，文章数量不止一个,"1. 勾选任意两本书的标题
2. 点击下方“批量操作”的倒三角，选择编辑
3. 点击应用
","1. 成功勾选
2. 选择成功
3. 跳转到编辑页面
",通过,杨天莹,2018/11/27,2018/12/5
8557,WordPress(#13),页面模块(#247),页面中回收站的应用,页面中有系统默认生成或用户创建的一个项目,"1. 勾选左上方标题按钮，全选所有页面项目，批量操作一栏选择移至回收站，将所有页面项目移入回收站，
2. 不点击页面标题前方的单选框，将页面项目移入回收站
3. 勾选页面标题前方的单选框，将页面移入回收站：1.直接点击页面项目下的移入回收站
2.在批量操作处，执行移入回收站应用
","1. 全部中的页面显示为空
2. 可以移入回收站，与单选框无关
3. 两种方法都可以移入回收站
",通过,岳哲伟,2018/11/27,2018/12/11
8555,WordPress(#13),卢丹琦(#222),文章的批量操作,登录且进入“所有文章”界面,"1. 下拉菜单选择“编辑”
1.1. 勾选一篇文章，点击“应用”按钮
1.2. 勾选“标题”旁的复选框，实现全选，点击“应用”按钮
2. 下拉菜单选择“移至回收站”
2.1. 勾选一篇文章，点击“应用”按钮
2.2. 勾选“标题”旁的复选框，实现全选，点击“应用”按钮
","1. 
1.1. 进入编辑界面
1.2. 进入编辑界面
2. 
2.1. 提示：已移动1篇文章到回收站。
2.2. 提示：已移动x篇文章到回收站。
",通过,卢丹琦,2018/11/27,0000-00-00
